SRIASupplierID,Name,VPManager,Crunchbase,Ticker,CompanyID,CreatedAt,UpdatedAt,State,Industry,EmployeeCount
37,"Zoot Enterprise","Courtnee Smith",zoot,NULL,37,"2019-09-10 10:06:11","2022-01-11 04:39:44",MT,"Computer Hardware & Software","201 to 500 Employees"
38,"Zoom Video Communications, Inc.","Courtnee Smith",zoom-video-communications,ZM,38,"2019-09-10 10:06:11","2022-01-11 06:31:39","CA  ","IT Services","1001 to 5000 Employees"
39,"Conduent - Customer Fulfillment","Jim Martin",xerox,XRX,39,"2019-09-10 10:06:11","2022-01-11 04:39:44",,"IT Services","10000+ Employees"
40,Worldpay,"Jim Gorzalski",worldpay,WPG.L,40,"2019-09-10 10:06:11","2022-01-11 06:31:21","OH  ","Financial Transaction Processing","1001 to 5000 Employees"
41,"Wolters Kluwer Financial Services","Jim Gorzalski",wolters-kluwers-financial-services-formerly-bankers-systems,NULL,41,"2019-09-10 10:06:11","2022-01-11 04:39:44",,Consulting,"10000+ Employees"
42,"Wipro Limited","Jim Martin",wipro,WIPRO,42,"2019-09-10 10:06:11","2022-01-11 06:31:21",NULL,"IT Services","10000+ Employees"
43,"WELTMAN, WEINBERG & REIS CO., L.P.A.","Jim Martin",NULL,NULL,43,"2019-09-10 10:06:11","2022-01-10 19:01:53","OH  ",Legal,"501 to 1000 Employees"
44,"Wells Fargo","Atma Iyer",wells-fargo-bank,WFC,44,"2019-09-10 10:06:11","2022-01-10 19:01:53",,"Banks & Credit Unions","10000+ Employees"
45,"WEBER & OLCESE, PLC","Jim Martin",NULL,NULL,45,"2019-09-10 10:06:11","2022-01-10 19:01:54",,Legal,"51 to 200 Employees"
46,Virtru,"Courtnee Smith",virtru,NULL,46,"2019-09-10 10:06:11","2022-01-11 06:31:21",,"Enterprise Software & Network Solutions","51 to 200 Employees"
47,Verizon,"Courtnee Smith",NULL,NULL,47,"2019-09-10 10:06:11","2022-01-10 19:01:55",VA,"Telecommunications Services","10000+ Employees"
48,"VERIENT INC","Jon Buckbee",verient,NULL,48,"2019-09-10 10:06:11","2022-01-11 06:31:21",CA,"Enterprise Software & Network Solutions","1 to 50 Employees"
49,"Worldpay Merchant Services","Jim Martin",worldpay,WPG.L,49,"2019-09-10 10:06:11","2022-01-11 04:39:44","OH  ","Financial Transaction Processing","1001 to 5000 Employees"
50,"U.S. BANK NATIONAL ASSOCIATION (Unitranche)","Jon Buckbee",NULL,NULL,50,"2019-09-10 10:06:11","2022-01-10 19:01:56",,"Banks & Credit Unions","10000+ Employees"
53,TransUnion,"Jim Martin",transunion,TRU,53,"2019-09-10 10:06:11","2022-01-11 04:39:43",,"Financial Analytics & Research","5001 to 10000 Employees"
54,"THE MOORE LAW GROUP, APC","Jim Martin",NULL,NULL,54,"2019-09-10 10:06:11","2022-01-10 19:01:58","CA  ",Legal,"51 to 200 Employees"
57,"Teleperformance USA","Jim Martin",teleperformance-usa,NULL,57,"2019-09-10 10:06:11","2022-01-11 04:39:43","UT  ","Research & Development","10000+ Employees"
58,"TeleMessage Inc.","Jim Martin",NULL,NULL,58,"2019-09-10 10:06:11","2022-01-10 19:02:00","MA  ","Cable, Internet & Telephone Providers","1 to 50 Employees"
59,"Sykes Enterprises Inc.","Jim Martin",sykes-enterprises,SYKE,59,"2019-09-10 10:06:11","2022-01-11 04:37:13","FL  ","Staffing & Outsourcing","10000+ Employees"
60,"Swiss Post Solutions - UK","Robert Harding",NULL,NULL,60,"2019-09-10 10:06:11","2022-01-10 19:02:02",,"Staffing & Outsourcing","5001 to 10000 Employees"
61,SWIFT,"Courtnee Smith",swift,NULL,61,"2019-09-10 10:06:11","2022-01-11 06:31:21",,"Enterprise Software & Network Solutions","1001 to 5000 Employees"
62,"Suttell & Hammer PS","Jim Martin",suttell-hammer,NULL,62,"2019-09-10 10:06:11","2022-01-10 19:02:03","WA  ",Legal,"51 to 200 Employees"
63,"SunGard Financial Sys. LLC dba Wall St","Jim Gorzalski",sungard,NULL,63,"2019-09-10 10:06:11","2022-01-11 04:37:13",MN,Consulting,NULL
64,"Stenger & Stenger P.C.","Jim Martin",stenger-stenger,NULL,64,"2019-09-10 10:06:11","2022-01-10 19:02:04","MI  ",NULL,"51 to 200 Employees"
65,"SparkPost fka Message Systems","Courtnee Smith",message-systems-446e,NULL,65,"2019-09-10 10:06:11","2022-01-11 06:31:20","MD  ","Computer Hardware & Software","201 to 500 Employees"
66,"SOVOS COMPLIANCE LLC","Jim Gorzalski",sovos-compliance,NULL,66,"2019-09-10 10:06:11","2022-01-11 04:37:13",,"Computer Hardware & Software","1001 to 5000 Employees"
67,"SOLOMON & SOLOMON, P.C.","Jim Martin",NULL,NULL,67,"2019-09-10 10:06:11","2022-01-10 19:02:06","NY  ","Electrical & Electronic Manufacturing","201 to 500 Employees"
68,"SITEL Corporation (COAF)","Jim Gorzalski",sitel,NULL,68,"2019-09-10 10:06:11","2022-01-11 06:31:20","NE  ","Staffing & Outsourcing","10000+ Employees"
69,"SITEL Corporation (Card)","Jim Martin",sitel,NULL,69,"2019-09-10 10:06:11","2022-01-10 19:02:07","NE  ","Staffing & Outsourcing","10000+ Employees"
70,"SHERMETA LAW GROUP, P.C.","Jim Martin",shermeta,NULL,70,"2019-09-10 10:06:11","2022-01-10 19:02:07",,Legal,"51 to 200 Employees"
72,"SELIP & STYLIANOU, LLP","Jim Martin",NULL,NULL,72,"2019-09-10 10:06:11","2022-01-10 19:02:08","NY  ",Legal,"51 to 200 Employees"
73,"SCOTT & ASSOCIATES, P.C. (C459)","Jim Martin",NULL,NULL,73,"2019-09-10 10:06:11","2022-01-10 19:02:08","TX  ",Legal,"51 to 200 Employees"
74,"Salesforce Marketing Cloud, f k a ExactTarget, Inc.","Courtnee Smith",exacttarget,ET,74,"2019-09-10 10:06:11","2022-01-11 06:31:20","CA  ","Enterprise Software & Network Solutions","10000+ Employees"
75,Salesforce.com,"Courtnee Smith",salesforce,CRM,75,"2019-09-10 10:06:11","2022-01-10 19:02:09","CA  ","Enterprise Software & Network Solutions","10000+ Employees"
76,"Rushmore Loan Management Services LLC","Jim Gorzalski",NULL,NULL,76,"2019-09-10 10:06:11","2022-01-10 19:02:10","CA  ","Investment Banking & Asset Management","501 to 1000 Employees"
77,"RUBIN & ROTHMAN, LLC","Jim Martin",rubin-rothman,NULL,77,"2019-09-10 10:06:11","2022-01-10 19:02:10","NY  ",Legal,"51 to 200 Employees"
78,RouteOne,"Jim Gorzalski",NULL,NULL,78,"2019-09-10 10:06:11","2022-01-10 19:02:11","MI  ","Computer Hardware & Software","51 to 200 Employees"
80,"Red Ventures","Jim Martin",red-ventures,NULL,80,"2019-09-10 10:06:11","2022-01-11 06:31:20",NY,"Advertising & Marketing","1001 to 5000 Employees"
81,RedHat,"Courtnee Smith",red-hat,RHT,81,"2019-09-10 10:06:11","2022-01-11 04:27:11","NC  ","Computer Hardware & Software","10000+ Employees"
82,"RDM Corporation","Jon Buckbee",rdm-corporation,RC,82,"2019-09-10 10:06:11","2022-01-11 06:31:19","ON  ","Computer Hardware & Software","51 to 200 Employees"
83,"RAUSCH, STURM, ISRAEL, ENERSON & HORNIK, LLC","Jim Martin",NULL,NULL,83,"2019-09-10 10:06:11","2022-01-10 19:02:13","WI  ",Legal,"201 to 500 Employees"
84,"RATCHFORD LAW GROUP","Jim Martin",NULL,NULL,84,"2019-09-10 10:06:11","2022-01-10 19:02:13",,NULL,"1 to 50 Employees"
85,"Radius Global Solutions, LLC","Jim Martin",radius-global-solutions,NULL,85,"2019-09-10 10:06:11","2022-01-11 06:31:19","MN  ",Consulting,"1001 to 5000 Employees"
86,"R.R. Donnelley and Sons Company","Jim Martin",rr-donnelley,RRD,86,"2019-09-10 10:06:11","2022-01-11 04:23:27",,"Advertising & Marketing","10000+ Employees"
87,"QUALYS INC","Courtnee Smith",qualys,QLYS,87,"2019-09-10 10:06:11","2022-01-11 06:31:19","CA  ","Computer Hardware & Software","501 to 1000 Employees"
88,PONTOON,"Jon Buckbee",pontoon-solutions-2,NULL,88,"2019-09-10 10:06:11","2022-01-11 04:23:27",,"Staffing & Outsourcing","1001 to 5000 Employees"
90,"PING IDENTITY CORPORATION","Courtnee Smith",ping-identity-corporation,PING,90,"2019-09-10 10:06:11","2022-01-11 06:31:19","CO  ","Enterprise Software & Network Solutions","1001 to 5000 Employees"
91,"Pershing LLC","Jim Gorzalski",pershing-llc,NULL,91,"2019-09-10 10:06:11","2022-01-11 04:23:27","NJ  ","Financial Transaction Processing","1001 to 5000 Employees"
93,"PATENAUDE & FELIX, A.P.C","Jim Martin",NULL,NULL,93,"2019-09-10 10:06:11","2022-01-10 19:02:18",,NULL,"51 to 200 Employees"
95,"OnSolve LLC","Jim Martin",emergency-communications-network,NULL,95,"2019-09-10 10:06:11","2022-01-11 04:23:27","FL  ","Enterprise Software & Network Solutions","201 to 500 Employees"
96,"NELSON & KENNARD, ATTORNEYS AT LAW","Jim Martin",nelson-kennard,NULL,96,"2019-09-10 10:06:11","2022-01-10 19:02:19",,NULL,"1 to 50 Employees"
97,"Neiman Marcus","Jim Martin",neiman-marcus,NULL,97,"2019-09-10 10:06:11","2022-01-11 06:31:19","VA  ","Department, Clothing, & Shoe Stores","10000+ Employees"
99,"MRS BPO LLC","Jim Martin",NULL,NULL,99,"2019-09-10 10:06:11","2022-01-10 19:02:20","NJ  ","Financial Transaction Processing","501 to 1000 Employees"
100,T-Base,"Jim Martin",NULL,NULL,100,"2019-09-10 10:06:11","2022-01-10 19:02:21","NY  ",NULL,"51 to 200 Employees"
102,"Moody's Analytics, Inc.","Jim Martin",moodys-analytics,NULL,102,"2019-09-10 10:06:11","2022-01-11 04:23:26","NY  ","Financial Analytics & Research","5001 to 10000 Employees"
103,"MICROSOFT CORPORATION","Courtnee Smith",microsoft,MSFT,103,"2019-09-10 10:06:11","2022-01-10 19:02:23","WA  ","Computer Hardware & Software","10000+ Employees"
104,mGAGE,"Courtnee Smith",mgage,NULL,104,"2019-09-10 10:06:11","2022-01-11 04:23:26","GA  ","Enterprise Software & Network Solutions","201 to 500 Employees"
105,"METROPOLITAN BANK (METRO)","Atma Iyer",NULL,NULL,105,"2019-09-10 10:06:11","2022-01-10 19:02:24",,"Banks & Credit Unions","10000+ Employees"
106,"MESSERLI & KRAMER, P.A.","Jim Martin",messerli-kramer-p-a,NULL,106,"2019-09-10 10:06:11","2022-01-11 04:23:26","MN  ",Legal,"51 to 200 Employees"
107,"McCRACKEN FINANCIAL SOLUTIONS","Courtnee Smith",mccracken-financial-solutions,NULL,107,"2019-09-10 10:06:11","2022-01-11 06:31:18","MA  ","Computer Hardware & Software","1 to 50 Employees"
108,"MASTERCARD RPPS","Jon Buckbee",NULL,NULL,108,"2019-09-10 10:06:11","2022-01-10 19:02:25","NY  ","Financial Transaction Processing","10000+ Employees"
109,"Markit WSO Corporation","Jon Buckbee",NULL,NULL,109,"2019-09-10 10:06:11","2022-01-10 19:02:26",,Consulting,"10000+ Employees"
110,"Markit On Demand","Jim Gorzalski",ihs-markit,INFO,110,"2019-09-10 10:06:11","2022-01-11 06:31:18",CO,Consulting,"10000+ Employees"
111,"Mandarich Law Group, LLP","Jim Martin",NULL,NULL,111,"2019-09-10 10:06:11","2022-01-10 19:02:27","IL  ",Accounting,"51 to 200 Employees"
113,"MACHOL & JOHANNES, LLC","Jim Martin",NULL,NULL,113,"2019-09-10 10:06:11","2022-01-10 19:02:28","CO  ",Legal,"51 to 200 Employees"
114,"LYONS, DOUGHTY & VELDHUIS, P.C.","Jim Martin",lyons-doughty-veldhuis,NULL,114,"2019-09-10 10:06:11","2022-01-10 19:02:28","NJ  ",NULL,"51 to 200 Employees"
115,"Loomis Armored US, LLC","Jim Gorzalski",NULL,NULL,115,"2019-09-10 10:06:11","2022-01-10 19:02:29",,"Building & Personnel Services","5001 to 10000 Employees"
117,"Lloyd & McDaniel, PLC","Jim Martin",NULL,NULL,117,"2019-09-10 10:06:11","2022-01-10 19:02:30","KY  ",Legal,"51 to 200 Employees"
118,LexisNexis,"Jim Martin",lexisnexis-risk-solutions-2,NULL,118,"2019-09-10 10:06:11","2022-01-11 06:25:06","GA  ",NULL,Unknown
119,"KRAMER & FRANK, P.C.","Jim Martin",kramer-frank-p-c,NULL,119,"2019-09-10 10:06:11","2022-01-10 19:02:30","MO  ",Legal,"51 to 200 Employees"
120,Kohls,"Jim Martin",kohl-s,KSS,120,"2019-09-10 10:06:11","2022-01-11 04:23:26","WI  ","Department, Clothing, & Shoe Stores","10000+ Employees"
121,"JONES LANG LASALLE - Workplace Solutions","Jim Gorzalski",NULL,NULL,121,"2019-09-10 10:06:11","2022-01-10 19:02:31","IL  ","Real Estate","10000+ Employees"
122,"JONES LANG LASALLE - IT Data Center","Courtnee Smith",NULL,NULL,122,"2019-09-10 10:06:11","2022-01-10 19:02:32","IL  ",NULL,Unknown
123,"JOHNSON MARK, LLC","Jim Martin",NULL,NULL,123,"2019-09-10 10:06:11","2022-01-10 19:02:32",,Legal,"1 to 50 Employees"
124,"Iron Mountain - Commercial Bank","Jon Buckbee",NULL,NULL,124,"2019-09-10 10:06:11","2022-01-10 19:02:33","MA  ","IT Services","10000+ Employees"
125,"iQor (US Card)","Jim Martin",iqor,NULL,125,"2019-09-10 10:06:11","2022-01-11 06:24:41",,"Staffing & Outsourcing","10000+ Employees"
126,"iQor (COAF)","Jim Gorzalski",iqor,NULL,126,"2019-09-10 10:06:11","2022-01-10 19:02:34",,"Staffing & Outsourcing","10000+ Employees"
127,Idemia,"Jim Martin",idemia-2,NULL,127,"2019-09-10 10:06:11","2022-01-11 04:23:26","MA  ","Enterprise Software & Network Solutions","10000+ Employees"
129,"1LIFE HEALTHCARE","Courtnee Smith",NULL,NULL,129,"2019-10-22 03:22:31","2022-01-10 19:02:35","CA  ","Health Care Services & Hospitals","201 to 500 Employees"
1111,"ProductBoard, Inc.",NULL,productboard,NULL,1111,"2020-05-22 04:16:12","2022-01-11 06:46:06",,"Enterprise Software & Network Solutions","201 to 500 Employees"
130,"3Cinteractive Corp.","Jim Gorzalski",3c-interactive,NULL,130,"2019-10-22 03:22:31","2022-01-11 04:23:25","FL  ","Advertising & Marketing","51 to 200 Employees"
131,"800-Flowers, Inc.","Jim Martin",1-800-flowers-com-0da4,NULL,131,"2019-10-22 03:22:31","2022-01-10 19:02:37","NY  ","Other Retail Stores","1001 to 5000 Employees"
132,"Ab Initio Software Corporation","Courtnee Smith",NULL,NULL,132,"2019-10-22 03:22:31","2022-01-10 19:02:37",,"Computer Hardware & Software","501 to 1000 Employees"
133,"Abacus Labs, Inc.","Jim Martin",NULL,NULL,133,"2019-10-22 03:22:31","2022-01-10 19:02:38",,Internet,NULL
134,"Absolute Solutions","Courtnee Smith",absolute-software,ABT,134,"2019-10-22 03:22:31","2022-01-11 04:23:25",,"Computer Hardware & Software","501 to 1000 Employees"
135,"Accenture - Retail Bank","Jim Gorzalski",NULL,NULL,135,"2019-10-22 03:22:31","2022-01-10 19:02:39","IL  ",Consulting,"10000+ Employees"
136,"Accenture (HR)","Courtnee Smith",NULL,NULL,136,"2019-10-22 03:22:31","2022-01-10 19:02:39",NULL,Consulting,"10000+ Employees"
137,"ACCENTURE-COMMERCIAL BANK","Jon Buckbee",NULL,NULL,137,"2019-10-22 03:22:31","2022-01-10 19:02:40",,Consulting,"10000+ Employees"
138,Accuity,"Courtnee Smith",accuity-2,NULL,138,"2019-10-22 03:22:31","2022-01-11 06:24:40","IL  ","Financial Transaction Processing","501 to 1000 Employees"
139,"ACTICO Corp fka Bosch Software Innovations Corp","Courtnee Smith",actico,NULL,139,"2019-10-22 03:22:31","2022-01-10 19:02:41","IL  ",NULL,"51 to 200 Employees"
140,"Actimize Inc.","Courtnee Smith",actimize,NULL,140,"2019-10-22 03:22:31","2022-01-11 04:23:25","NY  ","Computer Hardware & Software","501 to 1000 Employees"
141,Acuant,"Jim Martin",acuant,NULL,141,"2019-10-22 03:22:31","2022-01-11 06:24:40","CA  ","Security Services","51 to 200 Employees"
142,Acxiom,"Jim Martin",acxiom,ACXM,142,"2019-10-22 03:22:31","2022-01-11 04:23:25","TX  ","IT Service","1001 to 5000 Employees"
144,"Adesa Corporation","Jim Gorzalski",NULL,NULL,144,"2019-10-22 03:22:31","2022-01-10 19:02:43",,Wholesale,"10000+ Employees"
145,"ADJUST INC","Jim Martin",adjust-bi,NULL,145,"2019-10-22 03:22:31","2022-01-11 06:24:40",NY,"Advertising & Marketing","501 to 1000 Employees"
146,"Adobe Desktop","Courtnee Smith",adobe-systems,ADBE,146,"2019-10-22 03:22:31","2022-01-10 22:49:45",CA,"Computer Hardware & Software","10000+ Employees"
147,"Adobe Systems","Jim Martin",adobe-systems,ADBE,147,"2019-10-22 03:22:31","2022-01-10 22:49:45","CA  ","Computer Hardware & Software","10000+ Employees"
148,ADP,"Courtnee Smith",adp,ADP,148,"2019-10-22 03:22:31","2022-01-11 06:24:40",,Consulting,"10000+ Employees"
151,"AgileBits Inc.","Courtnee Smith",NULL,NULL,151,"2019-10-22 03:22:31","2022-01-10 19:02:46",,"Computer Hardware & Software","201 to 500 Employees"
153,"Airship - UK",NULL,urban-airship-inc,NULL,153,"2019-10-22 03:22:31","2022-01-10 19:02:47",,"Computer Hardware & Software","201 to 500 Employees"
156,Akamai,"Courtnee Smith",akamai-technologies,AKAM,156,"2019-10-22 03:22:31","2022-01-11 04:23:24","MA  ","IT Service","5001 to 10000 Employees"
157,"Akana (Rogue Wave Software, Inc.) - UK","Robert Harding",akana,NULL,157,"2019-10-22 03:22:31","2022-01-10 19:02:49",,"Computer Hardware & Software","201 to 500 Employees"
158,"Akerman Law Firm","Jim Martin",akerman-llp-2,NULL,158,"2019-10-22 03:22:31","2022-01-10 19:02:49","FL  ",Legal,"1001 to 5000 Employees"
159,"Akerman LLP (COAF)","Jim Gorzalski",akerman-llp-2,NULL,159,"2019-10-22 03:22:31","2022-01-10 19:02:50","FL  ",Legal,"1001 to 5000 Employees"
160,Alacriti,"Courtnee Smith",alacriti,NULL,160,"2019-10-22 03:22:31","2022-01-11 06:24:39","NJ  ","Financial Transaction Processing","51 to 200 Employees"
162,"Aldridge, Pite and Haan, LLC","Jim Martin",NULL,NULL,162,"2019-10-22 03:22:31","2022-01-10 19:02:51","GA  ",NULL,"51 to 200 Employees"
163,Alfresco,"Courtnee Smith",NULL,NULL,163,"2019-10-22 03:22:31","2022-01-10 19:02:52",BERK,"Computer Hardware & Software","201 to 500 Employees"
165,"Allied International Credit Corp (COAF LS Collections)","Jim Gorzalski",NULL,NULL,165,"2019-10-22 03:22:31","2022-01-10 19:02:53",ON,"Investment Banking & Asset Management","1001 to 5000 Employees"
166,"Allied Universal Security Services","Jim Gorzalski",NULL,NULL,166,"2019-10-22 03:22:31","2022-01-10 19:02:53",NS,"Security Services","10000+ Employees"
167,ALLOCADIA,"Jon Buckbee",allocadia,NULL,167,"2019-10-22 03:22:31","2022-01-11 06:24:39",,"Computer Hardware & Software","51 to 200 Employees"
168,"Alltran Financial LP fka United Recovery Systems, LP","Jim Gorzalski",united-recovery-systems,NULL,168,"2019-10-22 03:22:31","2022-01-10 19:02:54","TX  ","Financial Transaction Processing","1001 to 5000 Employees"
169,"Altair Global Services, LLC","Courtnee Smith",altair-global,NULL,169,"2019-10-22 03:22:31","2022-01-10 19:02:54","CA  ",Consulting,"501 to 1000 Employees"
171,"ALTHANS INSURANCE AGENCY INC","Jon Buckbee",althans-insurance-agency,NULL,171,"2019-10-22 03:22:31","2022-01-10 19:02:55",,"Insurance Agencies & Brokerage","51 to 200 Employees"
174,"American Bankers Association","Jim Martin",american-bankers-association,NULL,174,"2019-10-22 03:22:31","2022-01-11 04:23:24","DC  ","Membership Organisation","201 to 500 Employees"
177,"AML RightSource LLC","Jim Martin",aml-rightsource,NULL,177,"2019-10-22 03:22:31","2022-01-11 04:23:21","OH  ",NULL,"501 to 1000 Employees"
179,"ANDigital Ltd - UK","Robert Harding",andigital,NULL,179,"2019-10-22 03:22:31","2022-01-11 06:46:06",NULL,"Enterprise Software & Network Solutions","501 to 1000 Employees"
180,"Anro Inc","Jim Gorzalski",anro-inc,NULL,180,"2019-10-22 03:22:31","2022-01-11 06:24:39","PA  ","Commercial Printing","51 to 200 Employees"
181,ANTHEM,"Courtnee Smith",anthem-blue-cross-blue-shield-8968,NULL,181,"2019-10-22 03:22:31","2022-01-11 04:23:21","VA  ","Healthcare Services & Hospital","10000+ Employees"
182,Apcon,"Courtnee Smith",apcon,NULL,182,"2019-10-22 03:22:31","2022-01-11 06:24:39","OR  ","Enterprise Software & Network Solutions","51 to 200 Employees"
183,"Apex Clearing Corporation","Jim Gorzalski",NULL,NULL,183,"2019-10-22 03:22:31","2022-01-10 19:03:01","TX  ","Financial Transaction Processing","201 to 500 Employees"
184,AppDynamics,"Courtnee Smith",appdynamics,NULL,184,"2019-10-22 03:22:31","2022-01-11 06:24:39",CA,"Enterprise Software & Network Solutions","1001 to 5000 Employees"
185,"AppDynamics - UK","Robert Harding",NULL,NULL,185,"2019-10-22 03:22:31","2022-01-10 19:03:03",MIDD,"Enterprise Software & Network Solutions","1001 to 5000 Employees"
186,"AppExtremes, Inc.","Jon Buckbee",conga,NULL,186,"2019-10-22 03:22:31","2022-01-11 06:46:06","GA  ","Enterprise Software & Network Solutions","501 to 1000 Employees"
188,"Apptentive - UK","Lucy-Marie Hagues",apptentive,NULL,188,"2019-10-22 03:22:31","2022-01-11 06:46:07",,"Enterprise Software & Network Solutions","51 to 200 Employees"
189,"Argo Data Resource Corporation","Courtnee Smith",NULL,NULL,189,"2019-10-22 03:22:31","2022-01-10 19:03:05","TX  ","Computer Hardware & Software","201 to 500 Employees"
190,"Argus Information And Advisory Services","Courtnee Smith",realm-business-solutions,NULL,190,"2019-10-22 03:22:31","2022-01-11 04:23:21","TX  ","Enterprise Software & Network Solutions","201 to 500 Employees"
191,"Ariba, Inc.","Jon Buckbee",ariba,ARBA,191,"2019-10-22 03:22:31","2022-01-11 06:24:38",CA,"Enterprise Software & Network Solutions","1001 to 5000 Employees"
193,"Articulate Global, Inc.","Courtnee Smith",articulate,NULL,193,"2019-10-22 03:22:31","2022-01-11 06:46:07","NY  ",Internet,"201 to 500 Employees"
194,"Asana, Inc.","Jim Martin",asana,ASAN,194,"2019-10-22 03:22:31","2022-01-11 06:24:38",CA,"Enterprise Software & Network Solutions","1001 to 5000 Employees"
195,"Ascena Retail Group","Jim Martin",ascena-retail-group,ASNA,195,"2019-10-22 03:22:31","2022-01-11 04:23:20",NJ,"Department, Clothing, & Shoe Stores",NULL
196,Ascensus,"Jim Gorzalski",ascensus,NULL,196,"2019-10-22 03:22:31","2022-01-11 06:24:38","PA  ","Financial Transaction Processing","1001 to 5000 Employees"
197,"Asia Select Inc.","Peter Hayden",NULL,NULL,197,"2019-10-22 03:22:31","2022-01-10 19:03:09",NULL,"Staffing & Outsourcing","51 to 200 Employees"
198,"Aspect Software, Inc.","Courtnee Smith",aspect-software,NULL,198,"2019-10-22 03:22:31","2022-01-11 04:23:20","MA  ","Enterprise Software & Network Solutions","1001 to 5000 Employees"
200,"Association of Certified Anti-Money Laundering Specialists LLC","Courtnee Smith",NULL,NULL,200,"2019-10-22 03:22:31","2022-01-10 19:03:10","FL  ","Financial Analytics & Research","201 to 500 Employees"
201,"AT And T","Courtnee Smith",at-t,T,201,"2019-10-22 03:22:31","2022-01-11 06:46:07",IL,"Telecommunications Service","10000+ Employees"
202,"ATA Services LLC","Jim Gorzalski",NULL,NULL,202,"2019-10-22 03:22:31","2022-01-10 19:03:11","UT  ","Building & Personnel Service","51 to 200 Employees"
206,"Autodesk, Inc.","Courtnee Smith",autodesk,ADSK,206,"2019-10-22 03:22:31","2022-01-11 04:23:20","CA  ","Computer Hardware & Software","1001 to 5000 Employees"
207,"AUTOMATION ANYWHERE INC","Jon Buckbee",automation-anywhere,NULL,207,"2019-10-22 03:22:31","2022-01-11 06:24:38","CA  ","Enterprise Software & Network Solutions","1001 to 5000 Employees"
208,"AutoRABIT Inc.","Courtnee Smith",autorabit-inc,NULL,208,"2019-10-22 03:22:31","2022-01-11 04:23:19","CA  ","Enterprise Software & Network Solutions","51 to 200 Employees"
209,AVALARA,"Courtnee Smith",avalara,AVLR,209,"2019-10-22 03:22:31","2022-01-11 06:24:31","WA  ","Enterprise Software & Network Solutions","1001 to 5000 Employees"
210,"Avature Limited","Courtnee Smith",avature,NULL,210,"2019-10-22 03:22:31","2022-01-11 04:23:19","NY  ","Enterprise Software & Network Solutions","501 to 1000 Employees"
211,Avaya,"Courtnee Smith",avaya,NULL,211,"2019-10-22 03:22:31","2022-01-11 06:24:31","CA  ","Enterprise Software & Network Solutions","5001 to 10000 Employees"
213,"Aviva - UK","Michael Lynch",aviva-group,AV,213,"2019-10-22 03:22:31","2022-01-11 04:23:19",,"Insurance Operator","10000+ Employees"
214,"AXA - UK","Richard Rolls",NULL,NULL,214,"2019-10-22 03:22:31","2022-01-10 19:03:16",,"Insurance Operator","5001 to 10000 Employees"
215,"Axway Inc. - Commercial Bank","Courtnee Smith",axway,AXW,215,"2019-10-22 03:22:31","2022-01-11 06:46:07",AZ,"Enterprise Software & Network Solutions","1001 to 5000 Employees"
217,"BAI Center, Inc.","Gregory Desautels",bai-8d44,NULL,217,"2019-10-22 03:22:31","2022-01-10 19:03:18","IL  ","Investment Banking & Asset Management","51 to 200 Employees"
218,"BANANATAG SYSTEMS INC","Courtnee Smith",bananatag,NULL,218,"2019-10-22 03:22:31","2022-01-11 06:46:08",BC,"Enterprise Software & Network Solutions","51 to 200 Employees"
219,"Bank of America","Atma Iyer",bank-of-america,BAC,219,"2019-10-22 03:22:31","2022-01-11 06:24:30","NC  ","Banks & Building Society","10000+ Employees"
220,"BANK OF NEW YORK","Atma Iyer",bnymellon,BK,220,"2019-10-22 03:22:31","2022-01-11 04:23:19",,"Investment Banking & Asset Management","10000+ Employees"
221,"MUFG Bank, Ltd.","Atma Iyer",NULL,NULL,221,"2019-10-22 03:22:31","2022-01-10 19:03:20","CA  ",NULL,Unknown
222,"Barclays - UK",NULL,barclays-capital,NULL,222,"2019-10-22 03:22:31","2022-01-11 06:46:08","NY  ","Banks & Building Society","10000+ Employees"
223,BARE,"Jim Martin",bare-international-2,NULL,223,"2019-10-22 03:22:32","2022-01-10 19:03:21","VA  ",NULL,"1 to 50 Employees"
224,"Bass Pro Shops - Cabela's Inc.","Jim Martin",cabelas,CAB,224,"2019-10-22 03:22:32","2022-01-10 19:03:21","NE  ","Sporting Goods Shops","10000+ Employees"
225,Bazaarvoice,"Jim Martin",bazaarvoice,BV,225,"2019-10-22 03:22:32","2022-01-11 04:23:19","TX  ","Enterprise Software & Network Solutions","1001 to 5000 Employees"
226,"BBL Fleet","Courtnee Smith",NULL,NULL,226,"2019-10-22 03:22:32","2022-01-10 19:03:22","OH  ",NULL,"51 to 200 Employees"
229,"BDRC Continental Limited - UK","Lucy-Marie Hagues",NULL,NULL,229,"2019-10-22 03:22:32","2022-01-10 19:03:23",,Consulting,"51 to 200 Employees"
230,BEELINE,"Jon Buckbee",beeline,NULL,230,"2019-10-22 03:22:32","2022-01-11 04:23:18","FL  ","Computer Hardware & Software","201 to 500 Employees"
231,"Bell Canada","Courtnee Smith",NULL,NULL,231,"2019-10-22 03:22:32","2022-01-10 19:03:24",,"Cable, Internet & Telephone Provider","10000+ Employees"
232,"Berlin Cameron","Marc Mentry",berlin-cameron-partners,NULL,232,"2019-10-22 03:22:32","2022-01-11 04:23:18",CO,"Advertising & Marketing","1 to 50 Employees"
